Entry ID,Recommended Enzyme Name,Reaction ID,Enzymatic Activity,EC Number,Gene,Organism,Strain/Tissue,Reaction,Cofactor,Cofactor Concentration,Substrate,Value Type,Value,Deviation,Units,Structure,Regulation,Regulation Mechanism,pH,Temp (›C),Buffer/Media,Uniprot,References,Data Point,Notes
269,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,kcat/Km (kcat_Km),347.5,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
270,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + Indole = H2O + L-Tryptophan,,,Indole,Km (Km),0.026,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S50,
271,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
272,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
273,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
274,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.64,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
275,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),162,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
276,tryptophan synthase,,,4.2.1.20,,Escherichia coli,wildtype,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.041,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S51,
277,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
278,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
279,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
280,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),4.88,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
281,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),94,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
282,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY4C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.052,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S52,
283,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
284,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
285,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
286,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),0.48,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
287,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),0.8,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
288,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF22S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.596,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S53,
289,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
290,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
291,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
292,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),3.61,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
293,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),150,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
294,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.024,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S54,
295,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
296,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
297,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
298,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),1.11,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
299,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),4,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
300,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG51D,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.277,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S55,
301,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
302,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
303,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
304,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),1.1,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
305,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),9.3,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
306,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.119,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S56,
307,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
308,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
309,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
310,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),3.88,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
311,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),36.2,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
312,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP53T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.107,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S57,
313,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
314,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
315,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
316,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),4.88,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
317,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),168,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
318,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP62Q,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.029,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S58,
319,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
320,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
321,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
322,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),0.09,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
323,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),1.2,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
324,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD56G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.074,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S59,
325,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
326,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
327,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
328,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),2.71,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
329,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),45.6,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
330,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT63K,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.059,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S60,
331,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
332,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
333,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
334,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),2.9,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
335,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),138,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
336,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitQ65R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.021,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S61,
337,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
338,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
339,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
340,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),0.7,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
341,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),4.7,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
342,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitA67V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.15,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S62,
343,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
344,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
345,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
346,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),3.83,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
347,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),136,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
348,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitC81R,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.028,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S63,
